dual2,n,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dist_type,dual1,opt_mc,lp_cons,overlap,p_star,m,dsrse_weight,weight_mode,alpha_pes,alpha_over_opt,lp_cons_over_opt,lp_orig_over_opt,dual1_over_opt,dual2_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt
3.4658112527888796,8,2.5,2.488,1.38,2.0,uniform,4.265858790636459,2.501,2.488,moderate,0.097,10,1.608,uniform,2.0,0.7996801279488205,0.9948020791683327,0.9948020791683327,1.7056612517538823,1.3857701930383366,0.5517792882846861,0.7996801279488205,0.6429428228708517,0.9996001599360256
2.6534649988015433,8,1.595,2.2119999999999993,1.0,1.0,normal,3.766195647176235,1.77,1.4306022110953163,moderate,0.001,10,1.167,uniform,1.0,0.5649717514124294,0.8082498367770148,1.2497175141242933,2.1277941509470253,1.4991327676844877,0.5649717514124294,0.5649717514124294,0.6593220338983051,0.9011299435028248
2.5688609774344,8,1.0,1.441,1.0,1.0,uniform,3.172254777704369,1.256,1.1695518214939804,moderate,0.082,15,1.16,uniform,1.0,0.7961783439490446,0.9311718323996659,1.1472929936305734,2.525680555497109,2.0452714788490445,0.7961783439490446,0.7961783439490446,0.9235668789808916,0.7961783439490446
3.2592890971176427,8,2.257,2.751999999999999,1.0,1.0,normal,4.364257314727508,2.376,2.3619753627422337,moderate,0.001,15,2.221,uniform,1.0,0.4208754208754209,0.9940973748915125,1.1582491582491579,1.8368086341445744,1.3717546705040584,0.4208754208754209,0.4208754208754209,0.9347643097643098,0.949915824915825
3.8731237721484817,8,2.473,3.165,2.0,2.0,uniform,4.61808188678876,2.535,2.4811158351998754,moderate,0.172,20,2.053,uniform,2.0,0.7889546351084812,0.9787439192109961,1.2485207100591715,1.8217285549462563,1.527859476192695,0.7889546351084812,0.7889546351084812,0.809861932938856,0.975542406311637
4.038140264825513,8,2.217,2.7129999999999987,1.0,1.0,normal,5.838014492047998,2.217,2.3674796747967477,moderate,0.001,20,1.588,uniform,1.0,0.4510599909788002,1.0678753607563138,1.2237257555254843,2.6332947641172746,1.8214435114233256,0.4510599909788002,0.4510599909788002,0.7162832656743346,1.0
3.0192595754507976,8,1.746,2.0,1.094,1.522,uniform,3.6343992013636135,1.8855,1.9730769230769232,moderate,0.079,25,1.126,uniform,1.0,0.5303632988597189,1.0464475858270608,1.0607265977194378,1.927551949808334,1.6013044685498794,0.5802174489525326,0.8072129408644922,0.5971890745160434,0.9260143198090692
2.5453171586780794,8,1.775,2.0909999999999997,1.0,1.0,normal,3.1845133895601934,1.8285,2.0234987644193665,moderate,0.001,25,1.508,uniform,1.0,0.5468963631391851,1.1066441150775863,1.143560295324036,1.741598791118509,1.3920246971168058,0.5468963631391851,0.5468963631391851,0.8247197156138911,0.9707410445720536
3.393522877438616,8,2.115,2.761000000000001,1.492,2.0,uniform,4.06012464573716,2.2365,2.0875761699868955,moderate,0.031,30,1.738,uniform,2.0,0.894254415381176,0.9334121037276528,1.234518220433714,1.815392195724194,1.5173364084232577,0.6671137938743573,0.894254415381176,0.7771070869662419,0.9456740442655936
2.476583279232938,8,1.384,1.7229999999999994,1.0,1.0,normal,3.163624877733629,1.438,1.4876499405794994,moderate,0.001,30,1.395,uniform,1.0,0.6954102920723227,1.0345270796797632,1.1981919332406117,2.200017300232009,1.722241501552808,0.6954102920723227,0.6954102920723227,0.9700973574408902,0.9624478442280946
2.620630318230509,10,2.069,2.283,2.0,2.0,uniform,3.265903727419897,2.1175,2.0,moderate,0.126,10,2.084,uniform,2.0,0.9445100354191263,0.9445100354191263,1.0781582054309327,1.5423394226304117,1.237605817346167,0.9445100354191263,0.9445100354191263,0.9841794569067296,0.977095631641086
3.0642006781428437,10,2.186,3.445999999999999,1.0,1.0,normal,4.9082833890381075,2.438,1.872088680988227,moderate,0.001,10,2.03,uniform,1.0,0.4101722723543888,0.7678788683298715,1.4134536505332234,2.013241751041061,1.2568501551037095,0.4101722723543888,0.4101722723543888,0.8326497128794093,0.8966365873666939
3.3602024689126253,10,2.372,2.469,2.0,2.0,uniform,4.135735353692878,2.386,2.469,moderate,0.109,15,2.149,uniform,2.0,0.8382229673093042,1.034786253143336,1.034786253143336,1.7333341800892195,1.4082994421259953,0.8382229673093042,0.8382229673093042,0.9006705783738475,0.9941324392288348
3.8271845539860605,10,2.836,3.895999999999998,1.0,1.0,normal,5.776448391115919,2.996,2.6602459875623685,moderate,0.001,15,2.509,uniform,1.0,0.33377837116154874,0.8879325726176129,1.3004005340453932,1.92805353508542,1.2774314265641056,0.33377837116154874,0.33377837116154874,0.8374499332443257,0.9465954606141521
4.137708528284296,10,2.564,2.942,1.972,2.0,uniform,4.984520822886394,2.6365,2.3830139999999997,moderate,0.058,20,1.974,uniform,2.0,0.758581452683482,0.9038551109425375,1.115873316897402,1.8905825233781128,1.5693944730833669,0.7479613123459132,0.758581452683482,0.7487198937985967,0.9725014223402239
3.7241988448313226,10,2.379,2.830999999999999,1.0,1.0,normal,5.690218684664458,2.421,2.5847310320098655,moderate,0.001,20,2.112,uniform,1.0,0.4130524576621231,1.0676295051672309,1.1693515076414702,2.350358812335588,1.5382894856800178,0.4130524576621231,0.4130524576621231,0.8723667905824041,0.9826517967781909
3.3998566443493896,10,2.07,2.188,2.0,2.0,uniform,4.4867801484445105,2.172,2.0734680829422105,moderate,0.048,25,2.0,uniform,2.0,0.9208103130755064,0.9546353973030435,1.007366482504604,2.065736716595078,1.565311530547601,0.9208103130755064,0.9208103130755064,0.9208103130755064,0.953038674033149
4.791971970246486,10,2.702,3.361999999999999,1.0,1.0,normal,6.279043345527141,2.715,2.826781141207386,moderate,0.001,25,2.547,uniform,1.0,0.3683241252302026,1.0411716910524442,1.2383057090239409,2.312723147523809,1.7649988840686874,0.3683241252302026,0.3683241252302026,0.9381215469613261,0.9952117863720074
4.9061758589474564,10,3.448,4.159,2.111,3.0,uniform,5.394007792057316,3.602,3.5634887192774136,moderate,0.068,30,2.853,uniform,3.0,0.832870627429206,0.9893083618204924,1.154636313159356,1.4975035513762676,1.3620699219731973,0.5860632981676847,0.832870627429206,0.792059966685175,0.9572459744586341
4.406267127467088,10,3.215,3.825999999999999,1.0,1.0,normal,5.777580275881659,3.2405,3.5601065367106153,moderate,0.001,30,2.711,uniform,1.0,0.3085943527233452,1.0986287723223624,1.1806819935195183,1.7829286455428666,1.3597491521268594,0.3085943527233452,0.3085943527233452,0.8365992902329887,0.9921308440055546
3.701134290203135,15,2.919,3.253,1.851,2.0,uniform,4.1249980738556005,2.941,2.79,moderate,0.12,10,2.041,uniform,2.0,0.6800408024481469,0.948656919415165,1.106086365181911,1.4025835001209115,1.2584611663390464,0.62937776266576,0.6800408024481469,0.6939816388983339,0.9925195511730704
3.8605614947050206,15,2.845,4.411999999999997,1.0,1.0,normal,5.317037079933883,3.04,2.7392616613826464,moderate,0.001,10,2.227,uniform,1.0,0.32894736842105265,0.9010729149285021,1.4513157894736832,1.7490253552414088,1.269921544310862,0.32894736842105265,0.32894736842105265,0.7325657894736841,0.9358552631578948
4.298328843921813,15,2.861,3.149,2.75,2.0,uniform,4.975995462642365,2.874,2.749,moderate,0.085,15,2.671,uniform,2.0,0.6958942240779401,0.9565066109951288,1.0956854558107167,1.7313832507454294,1.4955911078363997,0.9568545581071677,0.6958942240779401,0.929366736256089,0.9954766875434934
4.11628196443458,15,2.763,4.042999999999998,1.0,1.0,normal,5.918070885635822,2.9305,2.6915144104729087,moderate,0.001,15,1.663,uniform,1.0,0.3412386964681795,0.918448868955096,1.379628049820849,2.0194747946206526,1.4046346918391333,0.3412386964681795,0.3412386964681795,0.5674799522265825,0.94284251834158
4.287652061406638,15,2.723,3.581999999999999,1.779,2.0,uniform,4.876351224973897,2.913,2.798817241925687,moderate,0.053,20,1.804,uniform,2.0,0.6865774116031583,0.9608023487558144,1.2296601441812562,1.6739963010552341,1.4719025270877575,0.6107106076210093,0.6865774116031583,0.6192928252660488,0.9347751458976999
4.804194717001927,15,2.895,4.255999999999999,1.0,1.0,normal,6.349667732430409,3.036,3.0624090579732903,moderate,0.001,20,2.651,uniform,1.0,0.32938076416337286,1.0086986356960772,1.4018445322793147,2.091458409891439,1.5824093270757336,0.32938076416337286,0.32938076416337286,0.8731884057971013,0.9535573122529645
3.8587828923497494,15,2.836,3.4200000000000004,1.708,2.467,uniform,4.405733222132023,2.893,2.75511144301536,moderate,0.048,25,2.333,uniform,2.0,0.6913238852402351,0.9523371735276046,1.1821638437608022,1.5228943042281449,1.3338343907188903,0.5903905979951608,0.85274801244383,0.8064293121327343,0.9802972692706533
4.723628960390104,15,3.089,4.064999999999999,1.0,1.0,normal,5.672693908378869,3.175,3.5394754399819313,moderate,0.001,25,2.307,uniform,1.0,0.31496062992125984,1.1147954141675374,1.280314960629921,1.786675246733502,1.487757152878773,0.31496062992125984,0.31496062992125984,0.7266141732283464,0.9729133858267717
4.29722840314642,15,2.629,3.6029999999999993,2.0,2.0,uniform,4.906583400907897,2.8005,2.41433684,moderate,0.045,30,2.29,uniform,2.0,0.7141581860382075,0.8621092090698089,1.2865559721478306,1.752038350618781,1.534450420691455,0.7141581860382075,0.7141581860382075,0.8177111230137476,0.9387609355472237
4.250539206366656,15,2.499,3.0349999999999984,1.0,1.0,normal,5.092804033042041,2.4775,2.6482260760463627,moderate,0.001,30,2.137,uniform,1.0,0.4036326942482341,1.0689106260530223,1.22502522704339,2.055622213135032,1.715656591873524,0.4036326942482341,0.4036326942482341,0.8625630676084762,1.008678102926337
4.687445070875008,20,3.47,3.9259999999999997,2.0,3.0,uniform,4.686468797905451,3.519,3.315,moderate,0.099,10,2.0,uniform,3.0,0.8525149190110827,0.9420289855072463,1.1156578573458367,1.331761522564777,1.3320389516553022,0.5683432793407218,0.8525149190110827,0.5683432793407218,0.9860755896561524
3.7118563075145348,20,2.909,5.3059999999999965,1.0,1.0,normal,5.310417214916584,3.1335,2.5211378495659256,moderate,0.001,10,1.987,uniform,1.0,0.31913196106590075,0.8045756660494416,1.6933141854156681,1.6947238598744483,1.1845719826119465,0.31913196106590075,0.31913196106590075,0.6341152066379447,0.9283548747407052
4.478231305792683,20,3.343,4.086,1.965,3.0,uniform,4.8480623866130195,3.574,3.015,moderate,0.077,15,2.122,uniform,3.0,0.8393956351426973,0.8435926133184108,1.1432568550643538,1.3564808020741521,1.2530026037472533,0.5498041410184668,0.8393956351426973,0.5937325125909345,0.9353665360940123
4.510432476344917,20,3.224,5.253999999999999,1.0,1.0,normal,5.8576678073220885,3.475,2.77802053292384,moderate,0.001,15,2.629,uniform,1.0,0.28776978417266186,0.7994303691867165,1.511942446043165,1.6856598006682268,1.2979661802431415,0.28776978417266186,0.28776978417266186,0.756546762589928,0.9277697841726619
5.7870561929162525,20,4.022,4.772999999999999,1.899,3.51,uniform,6.135166393369801,4.1655,4.0,moderate,0.061,20,2.428,uniform,3.0,0.72020165646381,0.9602688752850799,1.1458408354339213,1.4728523330620096,1.3892824853958115,0.4558876485415917,0.8426359380626576,0.5828832072980434,0.9655503540991479
4.453360988981524,20,2.897,3.9889999999999968,1.0,1.0,normal,6.395649289862187,3.0935,3.1715708057089054,moderate,0.001,20,2.286,uniform,1.0,0.3232584451268789,1.0252370472632635,1.289477937611119,2.067447645017678,1.4395865488868673,0.3232584451268789,0.3232584451268789,0.7389688055600452,0.9364797155325681
3.3650984593268025,20,2.336,3.5060000000000002,1.0,1.753,uniform,4.002065573285984,2.5555,2.419378980700766,moderate,0.061,25,1.145,uniform,1.0,0.3913128546272745,0.9467340953632425,1.3719428683232247,1.5660597038880784,1.3168062842210146,0.3913128546272745,0.6859714341616122,0.4480532185482293,0.9141068284093132
4.331989246458469,20,2.523,3.531999999999999,1.0,1.0,normal,6.195738774638508,2.624,2.4954137271732857,moderate,0.001,25,1.732,uniform,1.0,0.38109756097560976,0.9509960850507948,1.3460365853658534,2.3611809354567486,1.650910535997892,0.38109756097560976,0.38109756097560976,0.6600609756097561,0.9615091463414634
4.670700458221896,20,3.175,3.781,1.49,3.0,uniform,5.441699925949857,3.2245,3.084729,moderate,0.05,30,1.552,uniform,3.0,0.9303768026050551,0.9566534346410296,1.1725848968832377,1.6876104592804644,1.448503786082151,0.46208714529384404,0.9303768026050551,0.4813149325476818,0.9846487827570165
5.556511028762744,20,3.737,4.819000000000001,1.0,1.0,normal,7.1176787316172385,3.7955,3.6328648419923706,moderate,0.001,30,1.532,uniform,1.0,0.26346989856408903,0.9571505314167753,1.2696614411803453,1.8752940934309679,1.4639733971183622,0.26346989856408903,0.26346989856408903,0.4036358846001844,0.9845870109340008
