n_base,m_base,density,length,weight_mode,dist_type,dual2,n,instance_id,dsrse_ratio,lp_orig,cdsrse_weight,cdsrse_ratio,dual1,opt_mc,sdp_orig,lp_cons,p_star,m,dsrse_weight,alpha_pes,alpha_over_opt,lp_cons_over_opt,lp_orig_over_opt,sdp_orig_over_opt,dual1_over_opt,dual2_over_opt,cdsrse_w_over_opt,cdsrse_r_over_opt,dsrse_w_over_opt,dsrse_r_over_opt,alpha_gap,lp_cons_gap,lp_orig_gap,sdp_orig_gap,dual1_gap,dual2_gap,cdsrse_w_gap,cdsrse_r_gap,dsrse_w_gap,dsrse_r_gap,mu_pes_bound,alpha_pes_over_pstar,alpha_pes_over_pstar_over_opt,mu_pes_bound_over_opt,alpha_pes_over_pstar_gap,mu_pes_bound_gap
16,24,sparse,long,uniform01,uniform,2.3251434398818227,8.0,15.5,1.3608291744942502,1.5833652710473878,1.324783544463522,1.166427004405641,2.7822169701844204,1.4927704904787482,NaN,1.4219068431740325,0.04843333333333334,43.86666666666667,1.4489048777492246,1.2794116619497837,0.857071914343284,0.9525287726702121,1.0606890216188456,NaN,1.8637941920275582,1.557602762589528,0.887466327150297,0.7813840184042993,0.9706146303069969,0.911613126849672,0.1422739676961933,0.05859859508542232,0.06520721011762182,NaN,0.8858503359796628,0.5690592317659864,0.11052636268029943,0.2131590579686141,0.03278311178489888,0.08962094576411082,NaN,31.15752062457757,21.281099955437412,2.0029282893570612,20.281099955437412,1.0747202010006136
18,27,dense,short,uniform01,uniform,4.218878027592278,18.0,15.5,2.8408929823619125,3.322880371493526,2.5882671126676082,2.4404990550315935,4.510811869373208,3.0726715907563587,NaN,2.9090340323332544,0.0689,27.0,2.9252580503420247,2.5098112944024424,0.8168172940944319,0.946744208227335,1.0814303687676485,NaN,1.4680423000438005,1.3730325233207799,0.8423507154015405,0.794259647654323,0.9520243097707533,0.9245677250078678,0.18931125017077635,0.05496724433862443,0.083812911174167,NaN,0.4815314757252579,0.3849209323220399,0.1621658088142693,0.21317147849079146,0.049010532264069886,0.07936313048724415,NaN,38.23593120472203,12.367976060014655,2.642456811131426,11.367976060014655,1.642456811131426
18,27,sparse,short,uniform01,uniform,2.926358933166991,9.0,15.5,1.9750868782341027,2.2105686026051576,1.830381683563956,1.7413106425858007,3.19623243836477,2.0875359403159055,NaN,2.0157687966202587,0.08226666666666667,27.0,2.038599302188684,1.7776942226343628,0.8515753852675444,0.9656211218644761,1.0589367875844253,NaN,1.5311029509178589,1.4018244556422568,0.8768144529703117,0.8341464254370103,0.9765577027048378,0.9461331132508377,0.15981249025829644,0.04073720011931544,0.0635471826971694,NaN,0.5492573976756029,0.41557234888349565,0.13368550162871504,0.17503610162530542,0.025598794518489565,0.053339765819815844,NaN,24.90369606611483,11.972461353578323,1.9455509385164045,10.972461353578321,0.9455509385164049
18,27,dense,long,uniform01,uniform,3.634178940926171,18.0,15.5,2.2278313614197445,2.5795562893818667,2.0139935388499968,1.9482783690395662,4.246516791226474,2.4089820969076015,NaN,2.269947829275005,0.03433333333333335,49.4,2.294892412375966,1.993369418379017,0.8274737371182191,0.9422850556626908,1.0708075799704906,NaN,1.7627847034138224,1.5085952467605919,0.8360350794783201,0.8087558523330504,0.9526398786117624,0.924801958586409,0.17707919135888153,0.06369990022465835,0.0749227546506375,NaN,0.773966897625878,0.5178146452567918,0.1693926769821559,0.19603681113080088,0.050578627745178725,0.07767665015210885,NaN,62.46618446463723,25.674301520859544,2.8446693069861664,24.674301520859544,1.8446693069861662
18,27,sparse,long,uniform01,uniform,2.546639371171055,9.0,15.5,1.5572296627977738,1.7812184037021657,1.4873637701218287,1.3235912376951307,3.0332343747070682,1.678445764542975,NaN,1.60731754946632,0.046400000000000004,49.4,1.6251616710973162,1.3739842656035204,0.8186051015938804,0.9576225716795667,1.0612308370816943,NaN,1.8071685357870289,1.5172604471163722,0.886155395391536,0.7885814755864525,0.9682539081266248,0.9277807455528913,0.18964880606295173,0.06260570599107805,0.06833556075435178,NaN,0.8639114850681443,0.5541229183727752,0.1237506787164787,0.2369984549821102,0.03732642314880435,0.08594155026135224,NaN,34.588417113434346,20.72291306035912,2.031192136000341,19.72291306035912,1.0311921360003407
19,29,dense,short,uniform01,uniform,4.632070708945084,19.0,15.5,3.122863609939534,3.6332162812533366,2.8794808463342902,2.773869344309391,5.00113854281194,3.3750662179845805,NaN,3.2034606133479753,0.0646,29.0,3.2208437000993713,2.8406149972175725,0.8416471896405768,0.9491548925107965,1.0764874069412809,NaN,1.481789754572095,1.3724384678031956,0.8531627708489142,0.8218710878999601,0.954305335680998,0.9252747674397781,0.16145354661196284,0.05702562722824481,0.07939430351013514,NaN,0.49815592680809523,0.38138107773316093,0.15701470245824212,0.18039835644421826,0.04928862434220487,0.07693545126643225,NaN,46.1871092857906,13.913212903008452,2.614165961599367,12.913212903008452,1.6141659615993658
19,29,sparse,short,uniform01,uniform,3.1768389753021684,9.0,15.5,2.1105394222984257,2.336945305983569,1.9783000902909216,1.9351047440030393,3.5299078328397253,2.2237363502103986,NaN,2.1469834631022584,0.08376666666666667,29.0,2.1754679887330535,1.9069450509281924,0.8575409808576304,0.9654847180508255,1.0509093426306853,NaN,1.5873769534350344,1.428604148599537,0.8896288852335147,0.8702042145508615,0.9782940268648402,0.9490960662214912,0.14270370314261008,0.047202464566406484,0.053389203284524796,NaN,0.6081764996399137,0.4390033213650809,0.10949963306768028,0.1338398403341759,0.023671426991214255,0.05410956670880636,NaN,25.59882562980653,11.845575662696621,1.9130308082594791,10.845575662696621,0.9246513585688058
19,29,dense,long,uniform01,uniform,4.018299359304338,19.0,15.5,2.4175126660655994,2.865468097612803,2.1755469254735575,2.095103811736089,4.724232181723496,2.6434551674142983,NaN,2.5028196679388133,0.03276666666666668,52.5,2.4934928144642043,2.144139821721703,0.8111126105531793,0.9467986061541388,1.0839858882175282,NaN,1.7871429180864504,1.5200936292915634,0.8229936910946645,0.7925626420914184,0.9432703248389948,0.9145275833939317,0.19521288028538109,0.0645788334809372,0.08613883241638662,NaN,0.8188615618938406,0.5345076132055032,0.18311517568430968,0.2156827265765619,0.06238379759311648,0.08975775408317732,NaN,68.42213539399317,26.395300408589563,2.906744594074811,25.395300408589563,1.906744594074811
19,29,sparse,long,uniform01,uniform,2.804275822680782,9.0,15.5,1.7118254895500224,1.9096486420376513,1.5907525902428317,1.5152192500883992,3.308616583183873,1.8098324748491974,NaN,1.736626897497449,0.04296666666666666,52.5,1.7630117419304991,1.5106459747000076,0.8346882905976591,0.9595511858865013,1.0551521583215988,NaN,1.828134166649629,1.54946707037868,0.8789501859145166,0.8372151959615232,0.9741297973324301,0.9458474822055885,0.16456238882902738,0.06108161558040014,0.05859999678792003,NaN,0.8626010917744247,0.564988631372704,0.11915310785236795,0.167542226982459,0.02709163552058586,0.057331510295761876,NaN,41.819886918223894,23.68761167417112,2.1186730433433962,22.68761167417112,1.1186730433433956
20,30,dense,short,uniform01,uniform,4.5823100855075625,20.0,15.5,3.0183425640837522,3.592282943820164,2.691739439374159,2.5937376311881244,4.886219363473431,3.297083414961229,NaN,3.074636729122531,0.06283333333333334,30.0,3.10899621992719,2.6731206485550043,0.8107531148363251,0.9325322844944419,1.0895335336435237,NaN,1.4819823305959303,1.389807144312558,0.8164001635990794,0.786676375677509,0.9429534617836622,0.9154583564332556,0.19356173586421194,0.07073390003666148,0.09407277720195424,NaN,0.5051745383971702,0.40874781082694944,0.18723218683248352,0.2223658494284181,0.06197598000027352,0.09180803881392799,NaN,43.894977619540306,13.57144090330188,2.9545462668383236,12.571440903301879,1.9545462668383244
20,30,sparse,short,uniform01,uniform,3.1530614249421745,10.0,15.5,2.0603780205866404,2.3316929135323705,1.947583957380785,1.8835224856280597,3.5141944401441294,2.190023881750461,NaN,2.0959379928392625,0.0795,30.0,2.1309725679119973,1.9150593086252645,0.8744467695459921,0.9570388753770133,1.064688350187613,NaN,1.6046374970739012,1.4397383751002608,0.8892980453820911,0.8600465507812552,0.9730362237916489,0.9408016221904411,0.12852803335372803,0.05013966548757687,0.06715899092836054,NaN,0.6255578579262949,0.4539581690502684,0.11554009790313556,0.1474141257074743,0.026834235921375623,0.06222589530328337,NaN,26.27893144338121,12.334282715827806,2.282945817140986,11.334282715827804,1.2924173115016366
20,30,dense,long,uniform01,uniform,3.891130104709722,20.0,15.5,2.2762925657555853,2.7524026595503472,2.175205120496228,1.9855443607724286,4.610741386125128,2.5435262825035676,NaN,2.3824404960859327,0.031200000000000016,55.0,2.38293006562741,2.134192074133216,0.8390682214742252,0.9366683224287032,1.0821207858096848,NaN,1.8127358926233785,1.5298171406665086,0.8551927044981015,0.7806266341459138,0.9368607991272321,0.8949357360345627,0.16194466007535901,0.06704888392950092,0.0844967234355894,NaN,0.8567307227807478,0.5514231820409929,0.14801986169332582,0.22265435035152026,0.0664448059129516,0.11211148181090305,NaN,72.64934919918731,29.117217452530145,3.334239215942496,28.117217452530145,2.3342392159424974
20,30,sparse,long,uniform01,uniform,2.8230457446814063,10.0,15.5,1.7032178964322158,1.9040334427770753,1.6613017143809585,1.5799085592345066,3.37130443763784,1.814864957246027,NaN,1.7537076073542897,0.04206666666666667,55.0,1.775807591953154,1.6212814272854665,0.8933344714229788,0.9663019831599258,1.0491322977916535,NaN,1.8576062225332939,1.5555128404513616,0.9153858570843235,0.8705378066431699,0.9784791892438429,0.9384818906949252,0.1119345019533007,0.045828882990207195,0.051650060489547414,NaN,0.9149555842457336,0.5918444493728928,0.0969159219498714,0.14896452718559292,0.02540536248263099,0.06877412004599123,NaN,41.750735339135275,23.46279858342549,2.295306965591244,22.46279858342549,1.2953069655912444
40,60,dense,short,uniform01,uniform,6.883930524879849,40.0,15.5,4.354997019487323,5.4804875961539326,3.669432244794221,3.590243549359571,7.303399388269841,4.85786582110172,NaN,4.551948907304398,0.02496666666666668,60.0,4.342404180286909,3.768469691633325,0.7757459407923024,0.9370264793093971,1.1281677588433283,NaN,1.5034172735988611,1.417068889588769,0.7553589127255941,0.7390577841331435,0.8938913383371488,0.8964835958560191,0.22782029133102216,0.06521842148881671,0.1309609094709965,NaN,0.505699428130036,0.41927885469168946,0.24663223130233775,0.2643293410446373,0.10911277963537196,0.10403037959102016,NaN,159.0544246803957,32.678876701820464,4.6283319959761915,31.67887670182046,3.6283319959761906
40,60,sparse,short,uniform01,uniform,4.786327874404395,20.0,15.5,2.967024310176712,3.571708668815566,2.7681226442108318,2.5831546756530264,5.257072523106775,3.294345577532904,NaN,3.13880816793434,0.028166666666666677,60.0,3.1164957255617005,2.6760374520849664,0.8123123057687891,0.9527865532203685,1.0841936842249489,NaN,1.5957865983943718,1.4528918602367207,0.8402648049704141,0.7841176995121197,0.946013601856429,0.900641490198087,0.19228436332997825,0.04972824699881429,0.08870175312968799,NaN,0.6124785811433736,0.4641493430667783,0.1625160756918526,0.22020401343096985,0.05782571286551996,0.1000562108105926,NaN,108.10802396290208,31.864112204434488,3.227747794320281,30.864112204434488,2.2277477943202824
40,60,dense,long,uniform01,uniform,5.5736138918667155,40.0,15.5,3.2160946751448978,4.042357049259431,2.8182434184553213,2.7732243112490114,6.652697372768614,3.619782996868041,NaN,3.3558069873893697,0.012766666666666673,122.76666666666667,3.219516478641198,2.8256134677832203,0.7806030002980944,0.9270740788309486,1.1167401617050017,NaN,1.837871877547564,1.539764647960719,0.7785669530172834,0.7661299900155615,0.8894225099755518,0.8884772037239724,0.22011636142394925,0.07802165284277073,0.11955144338941558,NaN,0.843978706698174,0.5438699760024205,0.22507666691255895,0.2334440169855109,0.11592976072916081,0.11439005970183161,NaN,246.96890048401082,68.05366992938312,5.664804889161162,67.05366992938312,4.664804889161162
40,60,sparse,long,uniform01,uniform,4.012028124162173,20.0,15.5,2.322712933486176,2.799561037355363,2.193605904252727,2.026369630730734,4.87205855201061,2.5631043377489555,NaN,2.4281676949724607,0.014400000000000007,122.76666666666667,2.403003905736496,2.10011881001242,0.8193653216071757,0.9473542138768323,1.0922540281033097,NaN,1.900842849140309,1.565300352808007,0.8558394880558237,0.7905919399716641,0.9375365139629597,0.9062108394409324,0.18291630167602144,0.05892376980088058,0.09728801225101563,NaN,0.9308625133475719,0.5868384569366915,0.14838033427976244,0.21329813420597526,0.06705146651341841,0.09777637860356032,NaN,153.9998471891623,61.044325670795644,3.561025395388939,60.04432567079565,2.5610253953889384
80,120,dense,short,uniform01,uniform,10.76791521272987,80.0,15.5,6.673513740393175,8.387828339638004,5.7143320793899415,5.571935793277514,11.53246791608578,7.4360791571959295,NaN,6.9584039817989956,0.010800000000000004,120.0,6.624966521388466,5.791240269307551,0.77880293456846,0.9357624945486648,1.127990727683562,NaN,1.5508801980578375,1.4480635540720013,0.7684603617835556,0.749310984389606,0.8909220008742719,0.8974506052608631,0.22323838873257895,0.06413638822806782,0.13116037063815336,NaN,0.553615681547031,0.4501305150374935,0.23443868621944441,0.25546398655216207,0.11087448872695375,0.10527597716377259,NaN,572.9907967590187,76.73193613428283,7.980791563166912,75.73193613428283,6.980791563166912
80,120,sparse,short,uniform01,uniform,7.482577817276985,40.0,15.5,4.5548724559453575,5.624881577116574,4.069024419621564,3.91868346249462,8.180696848038242,5.023475326074307,NaN,4.802176147849447,0.012100000000000005,120.0,4.615782236857184,4.010626873142895,0.7983769428160162,0.9559469960813367,1.11971916094037,NaN,1.6284934864866167,1.4895221597762662,0.8100018723096591,0.7800741932890018,0.9188424222766667,0.9067173938932934,0.20413754233543327,0.04826475284741359,0.12435225931735552,NaN,0.6323813827576752,0.49282383072382224,0.19396740103818852,0.22403477886028458,0.08510828474039367,0.09581315946946795,NaN,368.5288250061687,71.9698061775368,4.843748375372852,70.96980617753681,3.8437483753728516
80,120,dense,long,uniform01,uniform,8.574663647786112,80.0,15.5,4.925894396926109,6.218187717315571,4.373165379916987,4.303111935340573,10.166392264726323,5.510518387570611,NaN,5.1680729325337635,0.004166666666666668,257.5,4.991662746271719,4.424361905495257,0.8028939555804292,0.9378560362289582,1.1284215531049058,NaN,1.8449066947417117,1.5560539035904337,0.7936032642193864,0.7808905864549088,0.9058426803421598,0.8939076236524016,0.20013056474875507,0.06370889652934025,0.13199497796705695,NaN,0.8510956291030508,0.5595953294747701,0.20970155746726615,0.22372742161574904,0.09624748020500729,0.10832142616188273,NaN,1186.6858894839386,212.11457327001975,9.69207556144713,211.11457327001975,8.69207556144713
80,120,sparse,long,uniform01,uniform,6.055623531580453,40.0,15.5,3.5098718607736665,4.241538487888267,3.205325291504495,3.029522091220592,7.361707610031074,3.7926151255033393,NaN,3.592460756371485,0.0049000000000000024,257.5,3.532516976671702,3.106969770984459,0.8192156778819246,0.9472252357519956,1.1183677614335699,NaN,1.9410637163068478,1.5966881244710474,0.8451491083158875,0.7987950242693099,0.9314198408684777,0.9254489961745991,0.18644188715132945,0.0579945748312373,0.12294492615947321,NaN,0.9571495112332477,0.6026702542450963,0.15718761508928683,0.20803013182602023,0.0709521418081805,0.07754277722749894,NaN,733.351826832943,192.1407660758997,5.62640347277143,191.1407660758997,4.62640347277143
